"lang"
{
	"Language"	"schinese"
        "DOTA_Tooltip_modifier_ability_thdots_reisen2_01_buff"	"「月兔一击」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_01_buff_Description"	"「月兔一击」移速加成。"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_01_debuff"	"「月兔一击」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_01_debuff_Description"	"你被减速了80%。"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_02_buff_damageReduction"	"「月之羽衣」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_02_buff_damageReduction_Description"	"持续时间内减免99%伤害"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_03"	"捣符「愚者的反抗」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_03_Description"	"每过一段时间可以立刻进行攻击造成额外纯粹伤害并回复生命值。"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_03_attack_buff"	"捣符「愚者的反抗」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_03_attack_buff_Description"	"可以即刻进行攻击。"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_ultimate"	"赎罪 「荣华之孽」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_ultimate_Description"	"持续时间内，每次攻击英雄持续时间+2秒，最高20秒。"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_04"	"「月面防卫兵器」"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_04_Description"	"每次攻击在650范围内造成伤害"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_ultimate_berserkers_call" "你被嘲讽了"
		"DOTA_Tooltip_modifier_ability_thdots_reisen2_ultimate_dealy" "嘲讽延迟："

		//2020.07.27 by 蕾咪咪 and 小爱
		"npc_dota_hero_lycan"  "今泉影狼"
        "DOTA_Tooltip_ability_ability_thdots_kagerou01_Description"	"向前跳跃，对跳跃到位置的地方进行一次斩击，造成范围伤害。\n天生强化：这个技能可以再次释放。\n范围：%damage_radius%\n伤害：%damage_const%  + （攻击*%damage_ratio%）"
		"DOTA_Tooltip_ability_ability_thdots_kagerou01"	"天狼「高速猛扑」"
		"DOTA_Tooltip_ability_ability_thdots_kagerouEx"	"「孤独的狼人」"
		"DOTA_Tooltip_ability_ability_thdots_kagerouEx_Description"	"<h1>被动：</h1>影狼在早上时技能造成法术伤害，晚上时技能造成物理伤害，持续%trig_time%秒附近%trig_radius%码没有友方单位时进入孤独状态，孤独状态下可主动使用。\n<h1>主动：</h1>使得影狼下一个技能得到强化。\n\n持续时间：%hold_time%秒"
		"DOTA_Tooltip_modifier_kagerou_lonely"	"「孤独的狼人」"
		"DOTA_Tooltip_modifier_kagerou_lonely_Description"	"影狼正处于独狼状态"
		"DOTA_Tooltip_modifier_kagerou_lonely2"	"孤独状态强化"
		"DOTA_Tooltip_modifier_kagerou_lonely2_Description"	"影狼的下一个技能将得到强化"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou03_wolf"	"「竹林的Loup-Garou」"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou03_wolf_Description"	"影狼解放自我，变为最纯粹的形态"
		"DOTA_Tooltip_ability_special_bonus_unique_kagerou_4"	"咆哮「月影」"
		"DOTA_Tooltip_ability_special_bonus_unique_kagerou_4_Description"	"咆哮「月的远吠」造成伤害时有18%的概率在目标点以随机角度再次释放」"
		"DOTA_Tooltip_ability_special_bonus_unique_kagerou_3"	"狼形态基础攻击间隔1.1"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou02_reduce"	"咆哮「月的远吠」伤害减免"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou02_reduce_Description"	"每层效果递减伤害"
		"DOTA_Tooltip_ability_ability_thdots_kagerou06"	"狼符「星环猛扑」"
		"DOTA_Tooltip_ability_ability_thdots_kagerou02"	"咆哮「月的远吠」"
		"DOTA_Tooltip_ability_ability_thdots_kagerou03"	"「竹林的Loup-Garou」"
		"DOTA_Tooltip_ability_ability_thdots_kagerou03_Description"	"<h1>被动：</h1>使得攻击有%stun_chance%% 的概率击晕目标%stun_time%秒。\n<h1>主动：</h1>影狼化为狼型持续%active_time%秒，大幅提升肉体强度，并且下一次攻击必定触发眩晕，并且造成眩晕时恢复%health_regen%的生命值。\n天生强化：主动使用时瞬间恢复%health_val%+最大生命值 * %health_ratio%%% 的生命。"
		"DOTA_Tooltip_ability_ability_thdots_kagerou03_movement_bonus"	"增加移速："
		"DOTA_Tooltip_ability_ability_thdots_kagerou03_armor_bonus"	"增加护甲："
		"DOTA_Tooltip_ability_ability_thdots_kagerou03_magical_resistance_bonus"	"增加魔抗："
		"DOTA_Tooltip_ability_ability_thdots_kagerou06_Description"	"向一个方向猛冲，如果这个技能抓中一个敌方少女，则在一顿猛烈的攻击后造成巨大伤害并眩晕%stun_time%秒。如果这个技能未命中敌方少女，则延迟%delay_time%秒后在路径上炸裂出一道道抓痕造成范围伤害。\n天生强化：双倍前冲距离。\n范围：%len% * %damage_radius%\n伤害：%damage_const%+攻击力*%damage_ratio%"
		"DOTA_Tooltip_ability_ability_thdots_kagerou02_Description"	"<h1>被动：</h1>增加%add_damage%点攻击力，孤独状态下这个被动效果翻倍。\n<h1>主动：</h1>影狼吼出一个冲击波对波及到的单位造成伤害，连续受到技能伤害每次递减%reduce%% ,最少受到%reduce_min%% 的伤害。\n天生强化：宽度长度和判定都得以强化，并附加减速。\n减速效果：%slow_val%% （%slow_time%秒）\n范围：%len% * %width%（强化后%len_up% * %width_up%）\n伤害：%damage_const%+攻击力*%damage_ratio%"
		"DOTA_Tooltip_ability_ability_thdots_kagerou02_aghanim_description"	"额外释放两道冲击波"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou06_self"	"狼符「星环猛扑」"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou06_self_Description"	"影狼即将对敌人造成巨大伤害"
		"DOTA_Tooltip_moving"	"移动"
		"DOTA_Tooltip_moving_Description"	"这个单位正在进行位移"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou02_slow"	"咆哮「月的远吠」减速"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou02_slow_Description"	"移动速度减缓"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou03"	"「竹林的Loup-Garou」"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou03_Description"	"影狼的攻击有几率造成眩晕"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou06_Description"	"该单位被影狼抓住了"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou06"	"狼符「星环猛扑」"
		"DOTA_Tooltip_modifier_ability_thdots_kagerou06_self_Description"	"影狼正扑向敌人"
		"DOTA_Tooltip_modifier_kagerou_add_damage"	"「月的远吠」"
		"DOTA_Tooltip_modifier_kagerou_add_damage_Description"	"增加攻击力，独狼状态下增加双倍攻击力"
        "DOTA_Tooltip_modifier_ability_thdots_kagerou06_self"	"狼符「星环猛扑」"
		"DOTA_Tooltip_ability_special_bonus_unique_kagerou_2"	"咆哮「月返」"
		"DOTA_Tooltip_ability_special_bonus_unique_kagerou_2_Description"	"咆哮「月的远吠」到达终点后会返回影狼身边"
		"DOTA_Tooltip_ability_special_bonus_unique_kagerou_1"	"孤独增加18%移动速度"

		// --------------------
		// 16/2/5
		// --------------------
		"npc_dota_hero_kunkka"	"村纱水蜜"
		"ability_minamitsu_04_ship"	"幽灵船"
		// --------------------
		// minamitsu
		// --------------------
		"DOTA_Tooltip_ability_ability_thdots_minamitsu01"	"转覆「沉没之锚」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu01_Description"	"扔出锚，钩回遇到的第一个单位并对其造成固定神圣伤害。施法距离：%AbilityCastRange%\n万宝槌效果：钩子无视普通单位，增加200伤害。"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu02"	"溺符「幽深漩渦」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu02_Description"	"船长在地面插一根锚，以此来召唤水流，形成漩涡，将人卷入一定时间后喷出。对被卷入漩涡深处的单位造成持续伤害。施法距离：%AbilityCastRange%，影响范围：200/250/300/350"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu03"	"船長「菠菜」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu03_Description"	"村纱船长开启了她秘藏的菠菜，在7秒内得到超强的作战力及分裂伤害。"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu03_strength_bonus"	"力量增加："
		"DOTA_Tooltip_ability_ability_thdots_minamitsu03_attack_speed"	"攻速增加："
		"DOTA_Tooltip_ability_ability_thdots_minamitsu03_attack_bonus"	"溅射伤害："
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04"	"凑符「魅影船港」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_Description"	"召唤幽灵船，幽灵船可以装载1个单位。当船长在船裡而船被击沉时，会缓速很长的时间。\n等级 1：600血量上限，0点装甲，250移速。\n技能─船长驾驶时，可高速行进。\n等级 2：900血量上限，5点装甲，250移速。\n技能─凑符「幽灵船永久停泊」-等级1\n技能─凑符「幽灵船之港」\n等级 3：1200血量上限，10点装甲，250移速。\n技能─凑符「幽灵船永久停泊」-等级2"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_upload"	"凑符「装载」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_upload_Description"	"使村纱登船。"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_download"	"凑符「卸载」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_download_Description"	"使村纱下船。"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_back"	"凑符「幽灵船之港」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_back_Description"	"召回幽灵船。"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_boom"	"凑符「幽灵船永久停泊」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_boom_Description"	"使幽灵船冲向目标自爆并造成伤害。"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_block"	"倾覆「同路人Anchor」"
		"DOTA_Tooltip_ability_ability_thdots_minamitsu04_unit_block_Description"	"防止队友对船的伤害。\n此乃友军之围。"
		"DOTA_Tooltip_ability_ability_thdots_ran01"	"式辉「迷人的四面楚歌」"
		"DOTA_Tooltip_ability_ability_thdots_ran01_Description"	"在目标位置，立下一支四面楚歌之旗，范围内的我军会得到额外的攻击速度，敌军会被降低攻击速度。旗为无敌单位，旧旗会被新旗覆盖。\n\n若施展此技能时指向军旗，\n蓝会与军旗的位置互换。"
		"DOTA_Tooltip_ability_ability_thdots_ran02"	"式弹「最后的佛徒」"
		"DOTA_Tooltip_ability_ability_thdots_ran02_Description"	"施展後在自身范围发出一道光环，被光环所接触者，移动速度会被降低80%。"
		"DOTA_Tooltip_ability_ability_thdots_ran03"	"式辉「狐狸妖怪雷射」"
		"DOTA_Tooltip_ability_ability_thdots_ran03_Description"	"九尾妖狐可以弹射激光。指定一个单位，射出一道激光，弹射周围单位。\n万宝槌效果：+2弹射次数，每次弹射减少敌方少女蓝量，削减蓝量=目标智力*2，同时施法会消耗双倍的额外魔法"
		"DOTA_Tooltip_ability_ability_thdots_ran03_jump_radius"	"弹射范围"
		"DOTA_Tooltip_ability_ability_thdots_ran03_jump_count"	"弹射次数"
		"DOTA_Tooltip_ability_ability_thdots_ran03_jump_interval"	"弹射间隔"
		"DOTA_Tooltip_ability_ability_thdots_ran02_radius"	"减速范围"
		"DOTA_Tooltip_ability_ability_thdots_ran02_duration"	"持续时间"
		"DOTA_Tooltip_ability_ability_thdots_ran02_slow_movement_pct"	"降低移速"
		"DOTA_Tooltip_ability_ability_thdots_ran01_aura_radius"	"光环范围"
		"DOTA_Tooltip_ability_ability_thdots_ran01_bonus_attackspeed"	"光环增加攻击速度"
		"DOTA_Tooltip_ability_ability_thdots_ran01_slow_attackspeed"	"光环降低攻击速度"
		"DOTA_Tooltip_ability_ability_thdots_ran01_blink_select_range"	"闪烁范围"
		"DOTA_Tooltip_ability_ability_thdots_RanEx"	"式弹「片面义务契约」"
		"DOTA_Tooltip_ability_ability_thdots_RanEx_Description"	"得到无敌环绕自身。"
		"DOTA_Tooltip_ability_ability_thdots_RanEx_duration"	"持续时间"
		"DOTA_Tooltip_ability_ability_thdots_ran04"	"幻神「饭纲权限降临」"
		"DOTA_Tooltip_ability_ability_thdots_ran04_Description"	"在蓝周围700范围内的友方单位都将获得保佑，每秒回复巨额的生命值并增加护甲。"
		"DOTA_Tooltip_ability_ability_thdots_ran04_radius"	"buff范围"
		"DOTA_Tooltip_ability_ability_thdots_ran04_duration"	"持续时间"
		"DOTA_Tooltip_ability_ability_thdots_ran04_bonus_physical_armor"	"增加物理护甲"
		"DOTA_Tooltip_ability_ability_thdots_ran04_bonus_health_regen"	"增加回血"
		"ability_momiji_Spawn_unit"	"天狗卫队"
		"DOTA_Tooltip_ability_ability_thdots_yuuka04"	"幻想「花鸟风月、啸风弄月」"
		"DOTA_Tooltip_ability_ability_thdots_yuuka03"	"灌溉「四季的太阳花田」"
		"DOTA_Tooltip_ability_ability_thdots_yuuka01"	"花符「幻想郷的开花」"
		"DOTA_Tooltip_ability_ability_thdots_yuuka02"	"花符「Flower Shooting」"
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx"	"「幻想春花」"
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx2"	"「女王瞬闪」"
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx2_Description"	"瞬间移动到附近一朵向日葵的旁边。\n万宝槌效果：女王瞬闪以任意单位为目标"
		"DOTA_Tooltip_ability_ability_thdots_yuuka01_Description"	"在自身附近种下一圈封闭的向日葵海，能使敌人被围困。"
		"DOTA_Tooltip_ability_ability_thdots_yuuka01_radius"	"影响范围："
		"DOTA_Tooltip_ability_ability_thdots_yuuka01_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_yuuka01_flower_num"	"花数量："
		"DOTA_Tooltip_ability_ability_thdots_yuuka02_Description"	"制定一个目标单位，一直种花直至击中目标，眩晕对方。"
		"DOTA_Tooltip_ability_ability_thdots_yuuka02_duration"	"花持续时间："
		"DOTA_Tooltip_ability_ability_thdots_yuuka02_stun_duration"	"眩晕时间："
		"DOTA_Tooltip_ability_ability_thdots_yuuka03_Description"	"创造一片太阳之田，幽香与花皆会得到强化，提升攻击速度及回血速度。"
		"DOTA_Tooltip_ability_ability_thdots_yuuka03_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_yuuka03_radius"	"施法范围："
		"DOTA_Tooltip_ability_ability_thdots_yuuka03_bonus_health_regen"	"回血速度："
		"DOTA_Tooltip_ability_ability_thdots_yuuka03_bonus_attackspeed"	"增加攻击速度："
		"DOTA_Tooltip_ability_ability_thdots_yuuka04_Description"	"指定一朵向日葵，将该向日葵幻化成自己的分身，分身会在本体施放技能时施放相同技能。"
		"DOTA_Tooltip_ability_ability_thdots_yuuka04_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_Description"	"在自身旁边种下一朵向日葵，白天能回复队友，晚上则会隐身，向日葵每多一朵，幽香的攻击力将会提升。"
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_max_flower"	"最大数量："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_flower_hp_per_lvl"	"向日葵血量提升："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_flower_damage_per_lvl"	"向日葵攻击提升："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_flower_attackspeed_per_lvl"	"向日葵攻击速度提升："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_bonus_damage_per_flower"	"每朵花增加基础攻击百分比："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_mana_regen_on_day"	"魔法回复："
		"DOTA_Tooltip_ability_ability_thdots_YuukaEx_healing_radius"	"回复范围："
		"DOTA_Tooltip_modifier_yukka_move"	  "花田漫步者"
		"DOTA_Tooltip_modifier_thdots_yuukaex_bonus_damage"	  "「幻想春花」"
		"DOTA_Tooltip_modifier_thdots_yuukaex_bonus_damage_Description"	  "向日葵数量"
		"DOTA_Tooltip_modifier_thdots_yuukaex_bonus_damage_count"	  "「幻想春花」"
		"DOTA_Tooltip_modifier_thdots_yuukaex_bonus_damage_count_Description"	  "增加攻击力"
		"DOTA_Tooltip_modifier_thdots_yuuka03_buff"	  "「四季的太阳花田」"
		"DOTA_Tooltip_modifier_thdots_yuuka03_buff_Description"	  "提升攻击速度及回血速度"
		"DOTA_Tooltip_modifier_yukka_move"	  "花田漫步者"
		"DOTA_Tooltip_ability_item_bagua"	"迷你八卦炉"
		"DOTA_Tooltip_ability_item_recipe_bagua"	"迷你八卦炉制作书"
		"DOTA_Tooltip_ability_item_bagua_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_bagua_bonus_damage_percentage"	"%+技能增强"
		"DOTA_Tooltip_ability_item_bagua_Description"	"<h1>被动：八卦之火</h1>每秒回复%percent_mana_regen_bonus%%%最大法力值。"
		"DOTA_Tooltip_ability_item_bagua_Note0"	"法力回复不会显示在魔法条的恢复值上。<br>每隔1秒进行一次法力回复，其值为最大法力值的1%。<br>多个八卦之火效果完全独立作用。"
		"DOTA_Tooltip_ability_item_recipe_qijizhixing"	"奇迹之星制作书"
		"DOTA_Tooltip_ability_item_qijizhixing"	"奇迹之星"
		"DOTA_Tooltip_ability_item_qijizhixing_Description"	"<h1>主动：许愿</h1>降下一颗流星，治疗友方英雄并解除其异常状态，回复生命值为施法者最大魔法值x0.25+%heal_constant%。<br><br>施法距离：%AbilityCastRange%<br>驱散类型：<span class=\"GameplayValues GameplayVariable\">强驱散</span><br>实际效果延迟：0.5秒。"
		"DOTA_Tooltip_ability_item_qijizhixing_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_qijizhixing_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_qijizhixing_bonus_magical_armor"	"+$spell_resist"
		"DOTA_Tooltip_ability_item_qijizhixing_note0" "施法成功后在目标单位身上播放特效，延迟0.5秒后才会有实际效果。"
		"DOTA_Tooltip_ability_item_shizijia"	"十字架"
		"DOTA_Tooltip_ability_item_shizijia_Description"	"<h1>主动：祈祷</h1>使一名友方英雄获得%active_evasion%%%闪避，持续%barrier_duration%秒。<br><br>施法距离：700<br>"
		"DOTA_Tooltip_ability_item_shizijia_note0"	"效果无法驱散。"
